0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,
5,0,0,0,0,0,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,0,0,0,0,22,1,1,1,1,1,26,26,26,26,26,26,26,26,26,26,26,26,1,1,
23,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,
1,23,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,
0,0,0,1,1,1,0,0,0,0,0,0,0,22,2,23,0,0,0,0,0,22,1,1,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,
1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22,1,1,1,1,
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,2,1,1,1,1,1,
1,1,1,0,0,22,23,0,0,22,2,2,2,1,1,0,0,0,1,1,1,1,1,1,1,
1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,5,0,24,26,26,1,1,1,1,
1,1,4,4,4,1,1,4,4,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,23,0,0,0,1,1,1,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,0,0,0,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,1,1,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
